,country_life,Year,liver_death,country_pop,LifeExpectancy,Region,Country Name,Indicator Name,Pop
7556,Hungary,2002,0.01220251197721093,Hungary,68.4,Europe & Central Asia,Hungary,"Population, male",4826875.0
7557,Indonesia,2002,0.0037378138658145208,Indonesia,65.0,East Asia & Pacific,Indonesia,"Population, male",108887177.0
7558,India,2002,0.0021278816419473354,India,62.9,South Asia,India,"Population, male",568640650.0
7559,Ireland,2002,0.004554219980057418,Ireland,75.5,Europe & Central Asia,Ireland,"Population, male",1958623.0
7560,"Iran, Islamic Rep.",2002,0.0037369699812412867,"Iran, Islamic Rep.",70.0,Middle East & North Africa,"Iran, Islamic Rep.","Population, male",34252349.0
7561,Iraq,2002,0.0019866628173087915,Iraq,66.3,Middle East & North Africa,Iraq,"Population, male",12583917.0
7562,Iceland,2002,0.004079023258076396,Iceland,78.8,Europe & Central Asia,Iceland,"Population, male",143907.0
7563,Israel,2002,0.004477894487835414,Israel,77.6,Middle East & North Africa,Israel,"Population, male",3238129.0
7564,Italy,2002,0.022932341093615857,Italy,77.5,Europe & Central Asia,Italy,"Population, male",27646545.0
7565,Jamaica,2002,0.004425870408720161,Jamaica,72.9,Latin America & Caribbean,Jamaica,"Population, male",1337590.0
7566,Jordan,2002,0.0013155795509512695,Jordan,70.8,Middle East & North Africa,Jordan,"Population, male",2751639.0
7567,Japan,2002,0.03774099423915707,Japan,78.3,East Asia & Pacific,Japan,"Population, male",62531474.0
7568,Kazakhstan,2002,0.011296292226541192,Kazakhstan,58.9,Europe & Central Asia,Kazakhstan,"Population, male",7143937.0
7569,Kenya,2002,0.0019763892538640945,Kenya,50.4,Sub-Saharan Africa,Kenya,"Population, male",16747713.0
7570,Kyrgyz Republic,2002,0.005585172258044672,Kyrgyz Republic,62.9,Europe & Central Asia,Kyrgyz Republic,"Population, male",2470828.0
7571,Cambodia,2002,0.004089798283327538,Cambodia,58.9,East Asia & Pacific,Cambodia,"Population, male",6137222.0
7572,Kiribati,2002,0.007953488372093023,Kiribati,61.0,East Asia & Pacific,Kiribati,"Population, male",43000.0
7573,"Korea, Rep.",2002,0.03907164107502065,"Korea, Rep.",73.8,East Asia & Pacific,"Korea, Rep.","Population, male",23904806.0
7574,Kuwait,2002,0.002363063644385178,Kuwait,72.6,Middle East & North Africa,Kuwait,"Population, male",1256843.0
7575,Lao PDR,2002,0.005206225178771507,Lao PDR,58.7,East Asia & Pacific,Lao PDR,"Population, male",2727504.0
7576,Lebanon,2002,0.0023113964686998396,Lebanon,74.2,Middle East & North Africa,Lebanon,"Population, male",2102625.0
7577,Liberia,2002,0.014373383408346497,Liberia,52.4,Sub-Saharan Africa,Liberia,"Population, male",1509735.0
7578,Libya,2002,0.0031083830296256844,Libya,69.7,Middle East & North Africa,Libya,"Population, male",2863225.0
7579,St. Lucia,2002,0.004375807669178704,St. Lucia,72.3,Latin America & Caribbean,St. Lucia,"Population, male",78157.0
7580,Sri Lanka,2002,0.0026719271596748954,Sri Lanka,70.3,South Asia,Sri Lanka,"Population, male",9468821.0
7581,Lesotho,2002,0.003876211444257926,Lesotho,41.7,Sub-Saharan Africa,Lesotho,"Population, male",975179.0
7582,Lithuania,2002,0.0060424991178946955,Lithuania,65.6,Europe & Central Asia,Lithuania,"Population, male",1606951.0
7583,Luxembourg,2002,0.0095054872585538,Luxembourg,75.3,Europe & Central Asia,Luxembourg,"Population, male",219873.0
7584,Latvia,2002,0.006976623597015136,Latvia,65.1,Europe & Central Asia,Latvia,"Population, male",1060685.0
7585,Morocco,2002,0.0014268929673179084,Morocco,68.9,Middle East & North Africa,Morocco,"Population, male",14577127.0
7586,Moldova,2002,0.013996072486736028,Moldova,63.6,Europe & Central Asia,Moldova,"Population, male",1393248.0
7587,Madagascar,2002,0.0031867523112340443,Madagascar,59.0,Sub-Saharan Africa,Madagascar,"Population, male",8347056.0
7588,Maldives,2002,0.004525247692522377,Maldives,71.4,South Asia,Maldives,"Population, male",150489.0
7589,Mexico,2002,0.00425345085778561,Mexico,72.4,Latin America & Caribbean,Mexico,"Population, male",49841883.0
7590,North Macedonia,2002,0.011770384525604048,North Macedonia,71.3,Europe & Central Asia,North Macedonia,"Population, male",1011012.0
7591,Mali,2002,0.019241950364088906,Mali,49.7,Sub-Saharan Africa,Mali,"Population, male",5768646.0
7592,Malta,2002,0.004636557038303763,Malta,77.2,Middle East & North Africa,Malta,"Population, male",196482.0
7593,Myanmar,2002,0.004677749410018856,Myanmar,57.9,East Asia & Pacific,Myanmar,"Population, male",23088026.0
7594,Montenegro,2002,0.008908004906050464,Montenegro,70.7,Europe & Central Asia,Montenegro,"Population, male",300853.0
7595,Mongolia,2002,0.0519590533109737,Mongolia,60.9,East Asia & Pacific,Mongolia,"Population, male",1218267.0
7596,Mozambique,2002,0.011457121112448641,Mozambique,47.7,Sub-Saharan Africa,Mozambique,"Population, male",8990042.0
7597,Mauritania,2002,0.012941483527805032,Mauritania,59.1,Sub-Saharan Africa,Mauritania,"Population, male",1383149.0
7598,Mauritius,2002,0.0036520990355443056,Mauritius,68.8,Sub-Saharan Africa,Mauritius,"Population, male",596917.0
7599,Malawi,2002,0.003966250499028788,Malawi,43.8,Sub-Saharan Africa,Malawi,"Population, male",5773715.0
7600,Malaysia,2002,0.006619091742472665,Malaysia,71.1,East Asia & Pacific,Malaysia,"Population, male",12358191.0
7601,Namibia,2002,0.001534620248698093,Namibia,48.8,Sub-Saharan Africa,Namibia,"Population, male",892729.0
7602,Niger,2002,0.010922298011844331,Niger,51.2,Sub-Saharan Africa,Niger,"Population, male",6051840.0
7603,Nigeria,2002,0.014813789433621506,Nigeria,46.4,Sub-Saharan Africa,Nigeria,"Population, male",64871990.0
7604,Nicaragua,2002,0.0034930387343491704,Nicaragua,67.6,Latin America & Caribbean,Nicaragua,"Population, male",2579416.0
7605,Netherlands,2002,0.004311591332126754,Netherlands,76.4,Europe & Central Asia,Netherlands,"Population, male",8001686.0
7606,Norway,2002,0.0034685921206927756,Norway,76.9,Europe & Central Asia,Norway,"Population, male",2248751.0
7607,Nepal,2002,0.0021169535410119037,Nepal,62.9,South Asia,Nepal,"Population, male",12281800.0
7608,New Zealand,2002,0.005373521764829886,New Zealand,76.9,East Asia & Pacific,New Zealand,"Population, male",1935416.0
7609,Oman,2002,0.002197868067974065,Oman,71.6,Middle East & North Africa,Oman,"Population, male",1301261.0
7610,Pakistan,2002,0.0024751249938121875,Pakistan,62.7,South Asia,Pakistan,"Population, male",77167820.0
7611,Panama,2002,0.003057656687568009,Panama,73.1,Latin America & Caribbean,Panama,"Population, male",1586182.0
7612,Peru,2002,0.004440830923874166,Peru,69.9,Latin America & Caribbean,Peru,"Population, male",13510985.0
7613,Philippines,2002,0.00789181576436377,Philippines,65.5,East Asia & Pacific,Philippines,"Population, male",40928477.0
7614,Papua New Guinea,2002,0.0032896020516796484,Papua New Guinea,58.7,East Asia & Pacific,Papua New Guinea,"Population, male",3100679.0
7615,Poland,2002,0.005086269166011511,Poland,70.4,Europe & Central Asia,Poland,"Population, male",18540112.0
7616,Puerto Rico,2002,0.009533553204308948,Puerto Rico,72.8,Latin America & Caribbean,Puerto Rico,"Population, male",1835622.0
7617,"Korea, Dem. People's Rep.",2002,0.026618143752559144,"Korea, Dem. People's Rep.",63.8,East Asia & Pacific,"Korea, Dem. People's Rep.","Population, male",11383213.0
7618,Portugal,2002,0.01051059851798574,Portugal,74.3,Europe & Central Asia,Portugal,"Population, male",5033015.0
7619,Paraguay,2002,0.0022119354755981845,Paraguay,69.3,Latin America & Caribbean,Paraguay,"Population, male",2807496.0
7621,Qatar,2002,0.0029782875572957153,Qatar,76.9,Middle East & North Africa,Qatar,"Population, male",412989.0
7622,Romania,2002,0.01318943409508282,Romania,68.0,Europe & Central Asia,Romania,"Population, male",10614557.0
7623,Russian Federation,2002,0.007428786897082088,Russian Federation,58.8,Europe & Central Asia,Russian Federation,"Population, male",67844186.0
7624,Rwanda,2002,0.0035186027313093035,Rwanda,51.1,Sub-Saharan Africa,Rwanda,"Population, male",4120954.0
7625,Saudi Arabia,2002,0.00533773738499393,Saudi Arabia,71.6,Middle East & North Africa,Saudi Arabia,"Population, male",11952630.0
7626,Sudan,2002,0.00622301479230063,Sudan,57.8,Sub-Saharan Africa,Sudan,"Population, male",14398166.0
7627,Senegal,2002,0.013576134425960746,Senegal,57.7,Sub-Saharan Africa,Senegal,"Population, male",5038253.0
7628,Singapore,2002,0.014016992546064401,Singapore,76.9,East Asia & Pacific,Singapore,"Population, male",2125991.0
7629,Solomon Islands,2002,0.010027486055527203,Solomon Islands,67.2,East Asia & Pacific,Solomon Islands,"Population, male",223386.0
7630,Sierra Leone,2002,0.011481885398612111,Sierra Leone,41.7,Sub-Saharan Africa,Sierra Leone,"Population, male",2464752.0
7631,El Salvador,2002,0.003704226592433034,El Salvador,65.1,Latin America & Caribbean,El Salvador,"Population, male",2861596.0
7632,Somalia,2002,0.002880404753634987,Somalia,50.2,Sub-Saharan Africa,Somalia,"Population, male",4756276.0
7633,Serbia,2002,0.013772751237710337,Serbia,69.7,Europe & Central Asia,Serbia,"Population, male",3673921.0
7634,South Sudan,2002,0.003569968227282777,South Sudan,49.4,Sub-Saharan Africa,South Sudan,"Population, male",3333363.0
7635,Sao Tome and Principe,2002,0.0013044612575006521,Sao Tome and Principe,61.3,Sub-Saharan Africa,Sao Tome and Principe,"Population, male",72827.0
7636,Suriname,2002,0.005999441147947863,Suriname,65.1,Latin America & Caribbean,Suriname,"Population, male",243356.0
7637,Slovak Republic,2002,0.007934573119966145,Slovak Republic,69.9,Europe & Central Asia,Slovak Republic,"Population, male",2608836.0
7638,Slovenia,2002,0.009659992862680433,Slovenia,73.0,Europe & Central Asia,Slovenia,"Population, male",975156.0
7639,Sweden,2002,0.0076743121529863935,Sweden,78.0,Europe & Central Asia,Sweden,"Population, male",4417334.0
7640,Eswatini,2002,0.005058531510350534,Eswatini,41.2,Sub-Saharan Africa,Eswatini,"Population, male",488284.0
7641,Seychelles,2002,0.005979539887613468,Seychelles,67.5,Sub-Saharan Africa,Seychelles,"Population, male",41642.0
7642,Syrian Arab Republic,2002,0.001958607029463671,Syrian Arab Republic,71.9,Middle East & North Africa,Syrian Arab Republic,"Population, male",8679638.0
7643,Chad,2002,0.012178342587686294,Chad,46.9,Sub-Saharan Africa,Chad,"Population, male",4491580.0
7644,Togo,2002,0.012690725843339606,Togo,53.1,Sub-Saharan Africa,Togo,"Population, male",2568805.0
7645,Thailand,2002,0.03514410650905896,Thailand,67.9,East Asia & Pacific,Thailand,"Population, male",31584243.0
7646,Tajikistan,2002,0.003784468911828699,Tajikistan,62.6,Europe & Central Asia,Tajikistan,"Population, male",3223702.0
7647,Turkmenistan,2002,0.003381142482314024,Turkmenistan,60.5,Europe & Central Asia,Turkmenistan,"Population, male",2268464.0
7648,Timor-Leste,2002,0.002574433302869206,Timor-Leste,60.2,East Asia & Pacific,Timor-Leste,"Population, male",466122.0
7649,Tonga,2002,0.028313925665975435,Tonga,68.5,East Asia & Pacific,Tonga,"Population, male",50152.0
7650,Trinidad and Tobago,2002,0.002992276776152499,Trinidad and Tobago,67.7,Latin America & Caribbean,Trinidad and Tobago,"Population, male",634968.0
7651,Tunisia,2002,0.0019923255137245617,Tunisia,71.5,Middle East & North Africa,Tunisia,"Population, male",4959029.0
7652,Turkey,2002,0.004115442784386371,Turkey,68.1,Europe & Central Asia,Turkey,"Population, male",32074313.0
7653,Tanzania,2002,0.003868921178070568,Tanzania,51.2,Sub-Saharan Africa,Tanzania,"Population, male",17575959.0
7654,Uganda,2002,0.004163073729649346,Uganda,46.9,Sub-Saharan Africa,Uganda,"Population, male",12394688.0
7655,Ukraine,2002,0.0046850577045171584,Ukraine,61.7,Europe & Central Asia,Ukraine,"Population, male",22411677.0
7656,Uruguay,2002,0.00411758120094045,Uruguay,71.6,Latin America & Caribbean,Uruguay,"Population, male",1607740.0
7657,United States,2002,0.007052431868924065,United States,74.7,North America,United States,"Population, male",141795060.0
7658,Uzbekistan,2002,0.0035984215667097604,Uzbekistan,64.7,Europe & Central Asia,Uzbekistan,"Population, male",12561063.0
7659,St. Vincent and the Grenadines,2002,0.005577367629251826,St. Vincent and the Grenadines,68.9,Latin America & Caribbean,St. Vincent and the Grenadines,"Population, male",54506.0
7660,"Venezuela, RB",2002,0.0028529851960267054,"Venezuela, RB",68.9,Latin America & Caribbean,"Venezuela, RB","Population, male",12583311.0
7661,Vietnam,2002,0.019692470003228327,Vietnam,69.1,East Asia & Pacific,Vietnam,"Population, male",40370761.0
7662,Vanuatu,2002,0.004954541326525464,Vanuatu,66.7,East Asia & Pacific,Vanuatu,"Population, male",99101.0
7663,"Yemen, Rep.",2002,0.003667454577875978,"Yemen, Rep.",60.9,Middle East & North Africa,"Yemen, Rep.","Population, male",9298002.0
7664,South Africa,2002,0.0058014452718682516,South Africa,51.3,Sub-Saharan Africa,South Africa,"Population, male",22752951.0
7665,Zambia,2002,0.00388347942087199,Zambia,44.2,Sub-Saharan Africa,Zambia,"Population, male",5433272.0
7666,Zimbabwe,2002,0.010379922402320964,Zimbabwe,41.4,Sub-Saharan Africa,Zimbabwe,"Population, male",5799658.0
7667,Afghanistan,2003,0.002169528779986367,Afghanistan,56.5,South Asia,Afghanistan,"Population, male",12214634.0
7668,Angola,2003,0.005122653663497436,Angola,47.0,Sub-Saharan Africa,Angola,"Population, male",8999242.0
7669,Albania,2003,0.01406944312362481,Albania,72.5,Europe & Central Asia,Albania,"Population, male",1535242.0
7670,United Arab Emirates,2003,0.002186584613929923,United Arab Emirates,74.4,Middle East & North Africa,United Arab Emirates,"Population, male",2538205.0
7671,Argentina,2003,0.005569510875281078,Argentina,70.8,Latin America & Caribbean,Argentina,"Population, male",18493545.0
7672,Armenia,2003,0.01198600316853519,Armenia,69.2,Europe & Central Asia,Armenia,"Population, male",1418321.0
7675,Antigua and Barbuda,2003,0.004943219772879092,Antigua and Barbuda,73.4,Latin America & Caribbean,Antigua and Barbuda,"Population, male",37425.0
7676,Australia,2003,0.00608489067244691,Australia,78.3,East Asia & Pacific,Australia,"Population, male",9926226.0
7677,Austria,2003,0.012595208498851351,Austria,76.4,Europe & Central Asia,Austria,"Population, male",3945945.0
7678,Azerbaijan,2003,0.0068007611906525395,Azerbaijan,65.3,Europe & Central Asia,Azerbaijan,"Population, male",4043665.0
7679,Burundi,2003,0.00373488547723602,Burundi,51.0,Sub-Saharan Africa,Burundi,"Population, male",3400372.0
7680,Belgium,2003,0.006802224917336256,Belgium,75.8,Europe & Central Asia,Belgium,"Population, male",5086571.0
7681,Benin,2003,0.013282019211069567,Benin,55.4,Sub-Saharan Africa,Benin,"Population, male",3719314.0
7682,Burkina Faso,2003,0.012404889163197952,Burkina Faso,51.6,Sub-Saharan Africa,Burkina Faso,"Population, male",6231414.0
7683,Bangladesh,2003,0.00231313156985387,Bangladesh,66.6,South Asia,Bangladesh,"Population, male",69170298.0
7684,Bulgaria,2003,0.01294757658359431,Bulgaria,69.0,Europe & Central Asia,Bulgaria,"Population, male",3784492.0
7685,Bahrain,2003,0.00199398092941788,Bahrain,74.4,Middle East & North Africa,Bahrain,"Population, male",457878.0
7686,"Bahamas, The",2003,0.005251500193891434,"Bahamas, The",69.0,Latin America & Caribbean,"Bahamas, The","Population, male",152147.0
7687,Bosnia and Herzegovina,2003,0.012338276580868744,Bosnia and Herzegovina,72.3,Europe & Central Asia,Bosnia and Herzegovina,"Population, male",1847908.0
7688,Belarus,2003,0.004994000656852837,Belarus,62.5,Europe & Central Asia,Belarus,"Population, male",4585502.0
7689,Belize,2003,0.005148289926906085,Belize,67.1,Latin America & Caribbean,Belize,"Population, male",135579.0
7690,Bolivia,2003,0.0035028582877403972,Bolivia,62.7,Latin America & Caribbean,Bolivia,"Population, male",4482054.0
7691,Brazil,2003,0.004046936412989683,Brazil,67.8,Latin America & Caribbean,Brazil,"Population, male",89944581.0
7692,Barbados,2003,0.006065160624278861,Barbados,76.1,Latin America & Caribbean,Barbados,"Population, male",131736.0
7693,Brunei Darussalam,2003,0.00635653468493334,Brunei Darussalam,72.8,East Asia & Pacific,Brunei Darussalam,"Population, male",179343.0
7694,Bhutan,2003,0.0033106594036521482,Bhutan,64.2,South Asia,Bhutan,"Population, male",326219.0
7695,Botswana,2003,0.005038310169781546,Botswana,49.0,Sub-Saharan Africa,Botswana,"Population, male",841552.0
7696,Central African Republic,2003,0.0066273651735613,Central African Republic,43.2,Sub-Saharan Africa,Central African Republic,"Population, male",1916297.0
7697,Canada,2003,0.0055986414303546865,Canada,77.6,North America,Canada,"Population, male",15682376.0
7698,Switzerland,2003,0.010283607400295687,Switzerland,78.2,Europe & Central Asia,Switzerland,"Population, male",3588235.0
7699,Chile,2003,0.0055394295182606915,Chile,74.3,Latin America & Caribbean,Chile,"Population, male",7798637.0
7700,China,2003,0.0417268983483455,China,71.0,East Asia & Pacific,China,"Population, male",661443843.0
7701,Cote d'Ivoire,2003,0.008079654532148657,Cote d'Ivoire,48.3,Sub-Saharan Africa,Cote d'Ivoire,"Population, male",9022663.0
7702,Cameroon,2003,0.018045752555684892,Cameroon,51.1,Sub-Saharan Africa,Cameroon,"Population, male",8367620.0
7703,"Congo, Dem. Rep.",2003,0.00556165379143814,"Congo, Dem. Rep.",51.5,Sub-Saharan Africa,"Congo, Dem. Rep.","Population, male",25531974.0
7704,"Congo, Rep.",2003,0.009254842774459482,"Congo, Rep.",53.6,Sub-Saharan Africa,"Congo, Rep.","Population, male",1685604.0
7705,Colombia,2003,0.0035906469647375844,Colombia,70.8,Latin America & Caribbean,Colombia,"Population, male",20330598.0
7706,Comoros,2003,0.003712609930720655,Comoros,58.3,Sub-Saharan Africa,Comoros,"Population, male",293594.0
7707,Cabo Verde,2003,0.010301976691777735,Cabo Verde,66.3,Sub-Saharan Africa,Cabo Verde,"Population, male",217434.0
7708,Costa Rica,2003,0.004884016576926852,Costa Rica,75.7,Latin America & Caribbean,Costa Rica,"Population, male",2088445.0
7709,Cuba,2003,0.005949252341557832,Cuba,75.6,Latin America & Caribbean,Cuba,"Population, male",5597342.0
7710,Cyprus,2003,0.0051881654170012805,Cyprus,76.4,Europe & Central Asia,Cyprus,"Population, male",503068.0
7711,Czech Republic,2003,0.010968622078949077,Czech Republic,72.7,Europe & Central Asia,Czech Republic,"Population, male",4959602.0
7712,Germany,2003,0.010030456338590468,Germany,76.0,Europe & Central Asia,Germany,"Population, male",40277330.0
